"Longitude"	"Latitude"	"Date"	"Nkill"
"364"	45.0418426634133	12.7978821591986	"2012-07-24"	0
"365"	45.0425502826128	12.7986656081583	"2012-07-27"	0
"366"	45.0342583353346	12.8079450804275	"2012-07-30"	0
"367"	45.0396270208847	12.7982848471683	"2012-07-31"	0
"368"	45.0267464820476	12.7976241407357	"2012-08-15"	0
"369"	45.0311595366796	12.8052635825891	"2012-08-20"	0
"370"	45.0234825905127	12.8053659867914	"2012-08-25"	0
"371"	45.0269753966754	12.7923222181108	"2012-09-14"	0
"372"	45.0281532638701	12.7909188215761	"2012-09-22"	1
"373"	45.0304325504921	12.8099863806926	"2012-09-30"	1
"374"	45.0369364856318	12.8037605574727	"2012-11-13"	0
"375"	45.0363841854915	12.8049246565579	"2012-11-25"	0
"376"	45.0349544596946	12.8034478860907	"2012-12-20"	1
"377"	45.039619617716	12.8011979469995	"2013-02-05"	0
"378"	44.9682879718961	12.8579985216968	"2013-02-17"	0
"379"	45.0304161935415	12.7955432185251	"2013-02-17"	0
"380"	44.981332721204	12.8578311121417	"2013-02-22"	1
"381"	45.0334766665222	12.7959259779449	"2013-03-08"	0
"382"	45.0308767906105	12.8028747691633	"2013-04-05"	0
"383"	45.0344887863234	12.7990294901654	"2013-05-06"	0
"384"	45.0334510298038	12.7932181765002	"2013-07-26"	1
